url,name,ingredients,steps,rating,prep_time,cook_time,total_time,nb_servings,image
https://www.allrecipes.com/recipe/231699/easy-loaded-baked-potato-casserole/,Easy Loaded Baked Potato Casserole,"['10  Yukon Gold potatoes, peeled and halved', '6 slices bacon', '2 cups shredded Cheddar cheese, divided', '1 cup evaporated milk', '1 cup sliced green onions, divided', '½ cup sour cream', '1 teaspoon salt', '½ teaspoon ground black pepper']","['Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a 9x13-inch baking dish.', 'Place potatoes into a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until tender, about 20 minutes. Drain and return potatoes to the pot to dry.', 'Meanwhile, arrange bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon on a paper towel-lined plate; crumble and set aside.', 'Combine 1 1/2 cups Cheddar cheese, evaporated milk, 1/2 cup green onions, sour cream, 1/2 of the crumbled bacon, salt, and black pepper in the pot with potatoes. Mash with a potato masher until creamy. Spread mixture into the prepared baking dish.', 'Bake in the preheated oven for 25 minutes. Sprinkle with remaining Cheddar cheese, green onions, and bacon. Return to the oven and continue baking until cheese is melted, about 5 minutes more.\n\n\n\n\n\n\n\n\n\n\n\nSheila LaLonde']",,20 mins,50 mins,1 hr 10 mins,10,https://www.allrecipes.com/thmb/44mLDUL-lxFkB398mo9Q_KYbMP0=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1999x0:2001x2)/231699easy-loaded-baked-potato-casseroleSheilaLaLonde4x3-3bf8f999e8d4429d930782a6fa211a4c.jpg
https://www.allrecipes.com/recipe/283791/crispy-rolled-breakfast-burrito/,Crispy Rolled Breakfast Burrito,"['4 slices bacon', '1 large russet potato, peeled and cubed', 'salt and freshly ground black pepper to taste', '1 pinch cayenne pepper, or to taste', '¼ cup sliced onion', '¼ cup sliced bell pepper', '1 cup grated Cheddar cheese', '4 large eggs, beaten', '2 (10 inch) flour tortillas', '1 teaspoon hot sauce, or to taste', '1 medium avocado, cubed', '2 tablespoons sour cream', '1 tablespoon fresh cilantro leaves, or to taste']","['Place bacon in a cold, nonstick pan over medium to medium-high heat. Cook until browned, crisp, and foamy, about 10 minutes. Turn off the heat, remove to a paper towel-lined plate, and set aside.', 'Place cubed potatoes into the pan of bacon fat and set heat to medium. Season with salt, black pepper, and cayenne. Cook, tossing and turning occasionally, until the potatoes are browned, crispy, and tender, 8 to 10 minutes. Add onions and peppers, and cook until they soften up a bit, 2 to 3 minutes. Transfer everything into a strainer set over a bowl to drain excess bacon fat.', 'To make one breakfast burrito, place 2 strips cooked bacon back in the pan. Turn heat to medium and scatter 1/2 of the potato mixture in and around. Scatter over 1/2 of the Cheddar cheese as evenly as possible, and then pour 2 beaten eggs over top.', 'Tilt the pan to make sure the egg is evenly distributed. Place a tortilla over the top and press down lightly into the rest of the ingredients. Cook just until the eggs firm up enough to flip, about 1 minute. Use a spatula to carefully, but confidently, flip everything over so the tortilla is now on the bottom. Cook until the tortilla is as browned and crispy as you like, 2 to 3 minutes.', 'Remove from the heat and transfer onto a plate. Roll into a burrito and serve with hot sauce, avocado, sour cream, and cilantro. Repeat to cook remaining burrito.\n\n\n\n\n\n\n\n\n\n\n\nUnknown']",,20 mins,30 mins,50 mins,2,https://www.allrecipes.com/thmb/x9LVM3l4EmVoOZjn_q5L_xQrKOM=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(639x0:641x2)/image-513-957f58e253ff4847b4bf5af3059feedd.jpg
https://www.allrecipes.com/recipe/43737/argentine-lentil-stew/,Argentine Lentil Stew,"['1 cup dry lentils', '1 quart water', '1 cube vegetable bouillon', '3 medium tomatoes, peeled and diced', '1 large onion, diced', '1  carrot, sliced', '1 medium apple - peeled, cored and diced', '½ cup frozen peas', '1 large clove garlic', '1 tablespoon olive oil', '¼ cup barbeque sauce', '½ teaspoon paprika', 'salt and pepper to taste']","['Place the lentils and water in a large pot, and mix in the vegetable bouillon. Bring to a boil, reduce heat to low, and simmer 20 minutes.', 'Stir the tomatoes, onion, carrot, apple, peas, garlic, olive oil, barbeque sauce, and paprika into the pot. Continue to simmer 20 minutes. Season with salt and pepper to serve.']",,15 mins,40 mins,55 mins,4,https://www.allrecipes.com/thmb/6zQ903dBtzFCZkG5MbU7QE0lZ94=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1223x0:1225x2)/8189190-3b5800cabda74ae1a18c268e3b088d41.jpg
https://www.allrecipes.com/recipe/211046/ragu-easy-one-pot-pasta/,RAGÚ® Easy One-Pot Pasta,"['1 (26 ounce) jar RAGÚ® Old World Style® Traditional Sauce', '2 cups water', '1 (8 ounce) package spaghetti, broken in half']","['Bring Pasta Sauce and water to a boil over high heat in 3-quart saucepan. Reduce heat to low, then add uncooked spaghetti. Simmer, stirring frequently, 16 minutes or until spaghetti is tender. Serve, if desired, with shredded mozzarella cheese, ricotta cheese or grated Parmesan cheese.']",,5 mins,16 mins,21 mins,4,https://www.allrecipes.com/thmb/5fvobGVO5fQ8y8-jUcPDkYJ-c08=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(124x0:126x2)/991348-879b7ceb2b3e4897b027a428a900cff4.jpg
https://www.allrecipes.com/recipe/238091/daves-mexican-veggie-tacos/,Dave's Mexican Veggie Tacos,"['1 tablespoon oil, or as needed', '4  carrots, chopped', '1  potato, chopped', '2  leeks, chopped (Optional)', '1  onion, chopped', '1  sweet potato, shredded', '1 (15 ounce) can black beans, rinsed and drained', '2 tablespoons ground cumin', '1 teaspoon dried oregano', '1 teaspoon chili powder', '1 pinch cayenne pepper', 'salt and ground black pepper to taste', '16 (6 inch) corn tortillas', '1  avocados - peeled, pitted, and mashed', '½ cup crumbled queso fresco', '½ cup salsa', '¼ cup finely chopped fresh cilantro', '½ teaspoon lime juice, or to taste']","['Make filling: Heat oil in a large skillet over medium heat; cook and stir carrots in hot oil until lightly browned, about 5 minutes. Add potato; cook and stir until lightly browned and mostly tender, 5 to 10 minutes. Add leeks and onion; cook and stir until onion is lightly browned, 5 to 10 minutes.', 'Mix in sweet potato, beans, cumin, oregano, chili powder, cayenne pepper, salt, and pepper; cook and stir until sweet potato is tender, about 10 minutes. Remove from heat and transfer sweet potato mixture to a bowl, scraping the skillet clean with a rubber spatula.', 'Assemble tacos: Heat each tortilla in the same skillet over medium heat until warmed, about 30 seconds per side. Spread mashed avocado onto each warmed tortilla; top with sweet potato mixture, queso fresco, salsa, cilantro, and lime juice.']",,20 mins,30 mins,50 mins,8,https://www.allrecipes.com/thmb/czWLazA6uIyykhci0zcrf5jg8dI=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(479x0:481x2)/1450971-ecc646d171674834947cafd239830723.jpg
https://www.allrecipes.com/recipe/22283/marinara-sauce/,Marinara Sauce,"['3 tablespoons extra virgin olive oil', '3 cloves garlic, sliced', '1 (16 ounce) can crushed tomatoes', '½ cup red wine', '½ cup water', '1 teaspoon salt', '1 teaspoon white sugar', '6 leaves fresh basil leaves, torn']","['Heat oil in a large non-stick skillet over low heat and saute garlic for about 2 minutes; be careful not to burn. Just as the garlic begins to turn brown, remove pan from heat. Allow pan to cool, and add tomatoes, wine, water, salt and sugar. Cook over medium-high heat and bring to a boil. Reduce heat to low and simmer, covered, about 20 minutes. Remove from heat and stir in basil.']",,10 mins,25 mins,35 mins,4,https://www.allrecipes.com/thmb/zkiPnbg4qAvlqNmXVVqTGdcVeeg=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(479x0:481x2)/733505-f45aa0bd77f043d69759f30f6e0193b7.jpg
https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world/,The Best Vegetarian Chili in the World,"['1 tablespoon olive oil', '½ medium onion, chopped', '2 tablespoons dried oregano', '1 tablespoon salt', '1 teaspoon ground cumin', '2  bay leaves', '2 stalks celery, chopped', '2  green bell peppers, chopped', '2  jalapeno peppers, chopped', '3 cloves garlic, chopped', '2 (4 ounce) cans chopped green chile peppers, drained', '2 (12 ounce) packages vegetarian burger crumbles', '3 (28 ounce) cans whole peeled tomatoes, crushed', '¼ cup chili powder', '1 tablespoon ground black pepper', '1 (15 ounce) can kidney beans, drained', '1 (15 ounce) can garbanzo beans, drained', '1 (15 ounce) can black beans', '1 (15 ounce) can whole kernel corn']","['Heat olive oil in a large pot over medium heat. Stir in onion and season with oregano, salt, cumin, and bay leaves. Cook and stir until onion is tender; stir in celery, green bell peppers, jalapeños, and garlic. Add green chile peppers and cook until heated through. Stir in vegetarian burger crumbles; reduce heat to low, cover pot, and simmer for 5 minutes.', 'Stir in tomatoes; season with chili powder and black pepper. Stir in kidney beans, garbanzo beans, and black beans. Bring to a boil, reduce heat to low, and simmer for 45 minutes.', 'Stir in the corn, and continue cooking for 5 minutes before serving.\n\n\n\n\n\n\n\n\n\n\n\nNatasha Forest Brown']",,15 mins,1 hr,1 hr 15 mins,8,https://www.allrecipes.com/thmb/v44oRbmcp6SqQnpLKKGSm3vmVhA=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/9215371-The-Best-Vegetarian-Chili-in-The-World-NatashaForestBrown-1x1-1-1290da8f7186491aa02b32a8ba57306d.jpg
https://www.allrecipes.com/recipe/82923/healing-cabbage-soup/,Healing Cabbage Soup,"['3 tablespoons olive oil', '½  onion, chopped', '2 cloves garlic, chopped', '2 quarts water', '4 teaspoons chicken bouillon granules', '1 teaspoon salt, or to taste', '½ teaspoon black pepper, or to taste', '½ head cabbage, cored and coarsely chopped', '1 (14.5 ounce) can Italian-style stewed tomatoes, drained and diced']","['In a large stockpot, heat olive oil over medium heat. Stir in onion and garlic; cook until onion is transparent, about 5 minutes.\n\n\n\n\n\n\n\n\n\n\n\nDotdash Meredith Food Studios', 'Stir in water, bouillon, salt, and pepper. Bring to a boil, then stir in cabbage. Simmer until cabbage wilts, about 10 minutes.\n\n\n\n\n\n\n\n\n\n\n\nDotdash Meredith Food Studios', 'Stir in tomatoes. Return to a boil, then simmer 15 to 30 minutes, stirring often.\n\n\n\n\n\n\n\n\n\n\n\nDotdash Meredith Food Studios', 'Serve hot and enjoy!\n\n\n\n\n\n\n\n\n\n\n\nDOTDASH MEREDITH FOOD STUDIOS\xa0']",,15 mins,35 mins,50 mins,8,https://www.allrecipes.com/thmb/xED9HKvvaLleYZ1UkXaj51pTCt0=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1999x0:2001x2)/82923-healing-cabbage-soup-DDMFS-4x3-3a90f759a83b41e08810d1393d8929ee.jpg
https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,Grilled Salmon,"['1 ½ pounds salmon fillets', 'lemon pepper to taste', 'garlic powder to taste', 'salt to taste', '⅓ cup soy sauce', '⅓ cup brown sugar', '⅓ cup water', '¼ cup vegetable oil']","['Season salmon fillets with lemon pepper, garlic powder, and salt.', 'Stir soy sauce, brown sugar, water, and vegetable oil together in a small bowl until sugar is dissolved. Place fish in a large resealable plastic bag; add soy sauce mixture, seal, and turn to coat. Refrigerate for at least 2 hours.', 'Preheat an outdoor grill for medium heat and lightly oil the grate.', 'Place salmon on the preheated grill, and discard marinade. Cook salmon until fish flakes easily with a fork, about 6 to 8 minutes per side.']",,10 mins,15 mins,2 hrs 25 mins,6,https://www.allrecipes.com/thmb/osxwp4T7dF9pUcEGzOIBFcdMdaw=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(479x0:481x2)/800839-3ba65bf49ebd49219625dca9140c8bbc.jpg
https://www.allrecipes.com/recipe/14685/slow-cooker-beef-stew-i/,Slow Cooker Beef Stew,"['2 pounds beef stew meat, cut into 1-inch pieces', '¼ cup all-purpose flour', '½ teaspoon salt', '½ teaspoon ground black pepper', '1 ½ cups beef broth', '4 medium carrots, sliced', '3 medium potatoes, diced', '1 medium onion, chopped', '1 stalk celery, chopped', '1 teaspoon Worcestershire sauce', '1 teaspoon ground paprika', '1 clove garlic, minced', '1 large bay leaf']","['Gather ingredients.', 'Place meat in slow cooker.', 'Mix flour, salt, and pepper together in a small bowl. Pour over meat, and stir until meat is coated.', 'Add beef broth, carrots, potatoes, onion, celery, Worcestershire sauce, paprika, garlic, and bay leave; stir to combine.', 'Cover, and cook until beef is tender enough to cut with a spoon, on Low for 8 to 12 hours, or on High for 4 to 6 hours.', 'Serve hot and enjoy!\n\n\n\n\n\n\n\n\n\n\n\nDOTDASH MEREDITH FOOD STUDIOS']",,20 mins,4 hrs,4 hrs 20 mins,6,https://www.allrecipes.com/thmb/R6LD3UY6f9McXH_0tcsIwdqXB90=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1999x0:2001x2)/14685-slow-cooker-beef-stew-i-DDMFS-4x3-6f0208563f4c43d6a80fdb077c19fe4e.jpg
https://www.allrecipes.com/recipe/240208/simple-baked-chicken-breasts/,Simple Baked Chicken Breasts,"['4 (5 ounce) skinless, boneless chicken breast halves', '2 tablespoons olive oil', '½ teaspoon coarse sea salt, or to taste', ""1 pinch Creole seasoning (such as Tony Chachere's®), or more to taste"", '1 tablespoon chicken broth, or more to taste']","['Gather all ingredients.\n\n\n\n\n\n\n\n\n\n\n\nDotdash Meredith Food Studios', 'Preheat the oven to 400 degrees F (200 degrees C).', 'Rub chicken breasts with olive oil and sprinkle both sides with salt and Creole seasoning. Place chicken in a broiler pan.\n\n\n\n\n\n\n\n\n\n\n\nDotdash Meredith Food Studios', 'Bake in the preheated oven for 10 minutes. Flip chicken and cook until no longer pink in the center and the juices run clear, about 15 minutes more. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).\n\n\n\n\n\n\n\n\n\n\n\nDotdash Meredith Food Studios', 'Remove chicken to a plate.', 'Pour chicken broth into the pan and scrape any browned bits off the bottom with a flat-edged wooden spatula. Add more broth if needed to dislodge the browned bits, but not too much or it will be watery.\n\n\n\n\n\n\n\n\n\n\n\nDotdash Meredith Food Studios', 'To serve, drizzle the pan sauce over the chicken.\n\n\n\n\n\n\n\n\n\n\n\nDOTDASH MEREDITH FOOD STUDIOS\xa0']",,10 mins,25 mins,35 mins,4,https://www.allrecipes.com/thmb/gmNS9fpqYElmmaz6W21aRpPRTZ4=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1999x0:2001x2)/240208-simple-baked-chicken-breasts-DDMFS-4x3-74f701fc875a4af4be7ef889185c5f41.jpg
https://www.allrecipes.com/recipe/216969/crunchy-fried-shrimp/,Crunchy Fried Shrimp,"['⅓ cup all-purpose flour', '¾ teaspoon salt', '½ teaspoon ground black pepper', '3 large eggs', '1 ½ cups Kikkoman Panko Bread Crumbs', '1 pound uncooked jumbo shrimp, peeled and deveined, tails left intact', '1 cup vegetable oil for frying, or as needed']","['Mix flour, salt, and pepper in a medium bowl. Beat eggs in a second medium bowl until frothy. Place bread crumbs in a third bowl.', 'Dredge shrimp in the flour mixture, then shake off excess. Dip shrimp into beaten eggs, then press shrimp into bread crumbs, turning to coat both sides.', 'Heat 2 inches oil in a large, heavy pot to 350 degrees F (175 degrees C).', 'Deep-fry shrimp in batches in the hot oil until cooked through, about 1 minute. Use tongs to transfer shrimp to a paper towel-lined plate to drain. Repeat to cook remaining shrimp.', 'Arrange shrimp on a platter to serve.\n\n\n\n\n\n\n\n\n\n\n\nhumblepieliving']",,10 mins,5 mins,15 mins,4,https://www.allrecipes.com/thmb/vw4Z5UrBGYIqqOiasbGYz0KghqQ=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1958x1811:1960x1813)/216969-crunchy-fried-shrimp-humblepieliving-002-4x3-fbc881435cca428389e50012abde8ce0.jpg
https://www.allrecipes.com/recipe/153615/poached-eggs-caprese/,Poached Eggs Caprese,"['1 tablespoon distilled white vinegar', '2 teaspoons salt', '4  eggs', '2  English muffin, split', '4 (1 ounce) slices mozzarella cheese', '1  tomato, thickly sliced', '4 teaspoons pesto', 'salt to taste']","['Fill a large saucepan with 2 to 3 inches of water and bring to a boil over high heat. Reduce the heat to medium-low, pour in vinegar and 2 teaspoons of salt, and keep water at a gentle simmer.', 'While waiting for water to simmer, place a slice of mozzarella cheese and a thick slice of tomato onto each English muffin half, and toast in a toaster oven until cheese softens and English muffin has toasted, about 5 minutes.', ""Crack an egg into a small bowl. Holding the bowl just above water's surface, gently slip egg into simmering water. Repeat with remaining eggs. Poach eggs until whites are firm and yolks have thickened but are not hard, 2 1/2 to 3 minutes. Remove eggs from water with a slotted spoon and dab them on a kitchen towel to remove excess water."", 'To assemble, place a poached egg on top of each English muffin. Spoon a teaspoon of pesto sauce onto each egg and sprinkle with salt to taste.']",,10 mins,10 mins,20 mins,2,https://www.allrecipes.com/thmb/bx-xtugJyPdP0yh9ZjJ-hDQcs_I=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1392x0:1394x2)/4513899-770f863c8a8748d988e6674ebcb39cff.jpg
https://www.allrecipes.com/recipe/280925/instant-pot-steamed-vegetables/,Instant Pot® Steamed Vegetables,"['2-tier 6 1/2- inch bamboo steamer basket with lid', '4  large cauliflower florets, stems removed', '4  large broccoli florets, stems removed', '1 large carrot', '16  fresh green beans', '2 leaves napa cabbage']","['Soak the steamer basket in water for 30 minutes.', 'Wash cauliflower and broccoli florets. Peel and wash the carrot. Cut carrot in half and cut each half into 4 sticks, for 8 sticks total. Trim green beans.', 'Remove steamer baskets from the water. Place one cabbage leaf on the bottom of one basket. Put the cauliflower florets, stem side down, on top of the leaf in a single layer. Add 8 green beans and 4 carrot sticks between the cauliflower florets. Place the second basket on top. Line the top basket with the remaining cabbage leaf. Put the broccoli florets, stem side down, on top of the leaf in a single layer. Add 8 green beans and 4 carrot sticks between the broccoli florets.', ""Pour 1 1/2 cups water into the bottom of an 6-quarter electric pressure cooker (such as Instant Pot®). Add the basket and cover with the lid. Close and lock the cooker lid. Select low pressure according to manufacturer's instructions; set timer for 1 minute. Allow 10 minutes for pressure to build."", ""Turn off the cooker when the timer rings. Wait for 3 minutes. Release pressure carefully using the quick-release method according to manufacturer's instructions, about 5 minutes. Unlock and remove the lid."", 'Set the baskets onto plates to serve the vegetables in the baskets for a decorative touch. Use chopsticks to serve.']",,10 mins,15 mins,1 hr,4,https://www.allrecipes.com/thmb/MOZBykY3a4wRHvBPoi1l3SqAz1s=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(885x0:887x2)/8355905-a217cbce9a224a14ba7f81e81dfd3ee0.jpg
https://www.allrecipes.com/recipe/16448/simple-bbq-ribs/,Simple BBQ Ribs,"['2 ½ pounds country-style pork ribs', '2 tablespoons kosher salt', '1 tablespoon garlic powder', '1 teaspoon ground black pepper', '1 cup barbeque sauce']","['Gather all ingredients.\n\n\n\n\n\n\n\n\n\n\n\nDotdash Meredith Food Studios', 'Place ribs in a large pot and cover with water. Stir in kosher salt, garlic powder, and pepper, and bring water to a boil over medium heat. Continue to boil until ribs are tender, 40 to 45 minutes.\n\n\n\n\n\n\n\n\n\n\n\nDotdash Meredith Food Studios', 'While the ribs are boiling, preheat the oven to 325 degrees F (165 degrees C).', 'Remove ribs from the pot, and place them in a 9x13-inch baking dish. Pour barbeque sauce over ribs. Cover the baking dish with aluminum foil.\n\n\n\n\n\n\n\n\n\n\n\nDotdash Meredith Food Studios', 'Bake in the preheated oven until the internal temperature of the pork has reached 160 degrees F (70 degrees C), 1 to 1 1/2 hours.\n\n\n\n\n\n\n\n\n\n\n\nDotdash Meredith Food Studios', 'Serve hot and enjoy!\n\n\n\n\n\n\n\n\n\n\n\nDOTDASH MEREDITH FOOD STUDIOS\xa0']",,5 mins,1 hr 45 mins,1 hr 50 mins,4,https://www.allrecipes.com/thmb/uYuf3TUKAsjVOmyH10-x7tMEuAs=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1999x0:2001x2)/16448-simple-bbq-ribs-DDMFS-4x3-6c6ec5c3ddda485fbc8c855520ae8fc9.jpg
https://www.allrecipes.com/recipe/238689/yeah-i-lived-in-texas-smoked-brisket/,"Yeah, I-Lived-in-Texas, Smoked Brisket","['wood chips', '¼ cup paprika', '¼ cup white sugar', '¼ cup ground cumin', '¼ cup cayenne pepper', '¼ cup brown sugar', '¼ cup chili powder', '¼ cup garlic powder', '¼ cup onion powder', '¼ cup kosher salt', '¼ cup freshly cracked black pepper', '10 pounds beef brisket, or more to taste']","['Soak wood chips in a bowl of water, 8 hours to overnight.', 'Mix paprika, white sugar, cumin, cayenne pepper, brown sugar, chili powder, garlic powder, onion powder, salt, and black pepper together in a bowl. Rub the spice mixture over the entire brisket; refrigerate for 24 hours.', 'Preheat smoker to between 220 degrees F (104 degrees C) and 230 degrees F (110 degrees C). Drain wood chips and place in the smoker.', 'Smoke brisket in the preheated smoker until it has an internal temperature of 165 degrees F (74 degrees C), about 12 1/2 hours. Wrap brisket tightly in butcher paper or heavy-duty aluminum foil and return to smoker.', 'Continue smoking brisket until an internal temperature of 185 degrees F (85 degrees C) is reached, about 1 hour more.']",,15 mins,13 hrs 30 mins,1 day 13 hrs 45 mins,16,https://www.allrecipes.com/thmb/hlk78YC1S2JgFxInP8Yo7DkJ6ac=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(1151x0:1153x2)/5462470-1ab07edc7dcf4f70a95f7d0b50a2d036.jpg
https://www.allrecipes.com/recipe/92462/slow-cooker-texas-pulled-pork/,Slow Cooker Texas Pulled Pork,"['1 teaspoon vegetable oil', '1 (4 pound) pork shoulder roast', '1 cup barbeque sauce', '½ cup apple cider vinegar', '½ cup chicken broth', '¼ cup light brown sugar', '1 tablespoon prepared yellow mustard', '1 tablespoon Worcestershire sauce', '1 tablespoon chili powder', '1 extra large onion, chopped', '2 large cloves garlic, crushed', '1 ½ teaspoons dried thyme', '8  hamburger buns, split', '2 tablespoons butter, or as needed']","['Pour vegetable oil into the bottom of a slow cooker. Place pork roast into the slow cooker; pour in barbeque sauce, vinegar, and chicken broth. Stir in brown sugar, yellow mustard, Worcestershire sauce, chili powder, onion, garlic, and thyme. Cover and cook on Low for 10 to 12 hours or High for 5 to 6 hours until pork shreds easily with a fork.', 'Remove pork from the slow cooker, and shred the meat using two forks. Return shredded pork to the slow cooker, and stir to combine with juices.', 'Spread the inside of both halves of hamburger buns with butter. Toast buns, butter-side down, in a skillet over medium heat until golden brown. Spoon pulled pork into toasted buns.\n\n\n\n\n\n\n\n\n\n\n\npsychedilemma']",,15 mins,5 hrs,5 hrs 15 mins,8,https://www.allrecipes.com/thmb/2wz9vcQFylpixV64BDZVY9blQhg=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(479x0:481x2)/92462_Slow-Cooker-Texas-Pulled-Pork_psychedilemma_4560053_original-1x1-1-e3c3aa5d5a10431b8b5cb589174c0060.jpg
https://www.allrecipes.com/recipe/186812/pan-fried-tilapia-sandwich/,Pan-Fried Tilapia Sandwich,"['½ cup finely chopped tomato', '¼ cup mayonnaise', '¼ cup minced red onion', '2 tablespoons dill pickle relish', '½ teaspoon ground piri piri chile pepper', 'salt and ground black pepper to taste', '2 (4 ounce) fillets tilapia fillets', '1 teaspoon seafood seasoning (such as Old Bay®)', '½ teaspoon garlic powder', '2 tablespoons butter', '4 slices pepper Jack cheese', '4 slices whole wheat bread, toasted']","['Stir tomato, mayonnaise, red onion, relish, and piri piri together in a small bowl. Season to taste with salt and pepper.', 'Season tilapia on both sides with seafood seasoning and garlic powder.', 'Melt butter in a skillet over medium heat. Add seasoned tilapia and cook until golden brown and fish flakes easily with a fork, 2 to 3 minutes per side. Place two slices of pepper Jack on top of each fillet, cover the skillet, and cook until cheese melts, 1 to 2 minutes.', 'Transfer each tilapia fillet to a slice of toasted bread. Spread with mayonnaise sauce and top with remaining bread.']",,10 mins,10 mins,20 mins,2,https://www.allrecipes.com/thmb/XIcbClNeNE0bhsHczlo2m5L6XvQ=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(124x0:126x2)/465318-40ba904abc594cbe9b7ed21ef06643e5.jpg
https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,Juicy Roasted Chicken,"['1 (3 pound) whole chicken, giblets removed', 'salt and black pepper to taste', '1 tablespoon onion powder, or to taste', '½ cup butter or margarine', '1 stalk celery, leaves removed']","['Preheat the oven to 350 degrees F (175 degrees C).', 'Place chicken in a roasting pan; season generously inside and out with onion powder, salt, and pepper. Place 3 tablespoons of butter in chicken cavity; arrange dollops of remaining butter on the outside of chicken. Cut celery into 3 or 4 pieces; place in the chicken cavity.', 'Bake chicken uncovered in the preheated oven until no longer pink at the bone and the juices run clear, about 1 hour and 15 minutes. An instant-read thermometer inserted into the thickest part of the thigh, near the bone, should read 165 degrees F (74 degrees C).', 'Remove from the oven and baste with drippings. Cover with aluminum foil and allow to rest for about 30 minutes before serving.\n\n\n\n\n\n\n\n\n\n\n\nDotdash Meredith Food Studios']",,15 mins,1 hr 15 mins,2 hrs,6,https://www.allrecipes.com/thmb/80WGMK2DEw1QRVZN1QYxPZhFzyQ=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(999x0:1001x2)/83557-juicy-roast-chicken-mfs495-1-3d0f1e3e54104d43b24d4b480d2839ba.jpg
https://www.allrecipes.com/recipe/13913/grilled-portobello-mushrooms/,Grilled Portobello Mushrooms,"['3 large portobello mushrooms', '¼ cup canola oil', '¼ cup balsamic vinegar', '3 tablespoons chopped onion', '4 cloves garlic, minced']","['Clean mushrooms; remove stems, reserving them for another use. Place mushroom caps gill-side up in a shallow dish.', 'Combine oil, balsamic vinegar, onion, and garlic in a small bowl. Pour mixture evenly over mushroom caps; let marinate at room temperature for 1 hour.', 'Preheat the grill to medium-high heat; grease the grate.', 'Grill over the hot grill until caramelized and tender, about 5 minutes per side; serve warm.\n\n\n\n\n\n\n\n\n\n\n\nChef Mo']",,10 mins,10 mins,1 hr 20 mins,3,https://www.allrecipes.com/thmb/jtmaCmeGuQGGy8xDmpL9VkfN9tc=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(599x0:601x2)/6726997-grilled-portobello-mushrooms-Chef-Mo-1x1-1-83b0246a7906485c98bde4be3f0700ab.jpg
https://www.allrecipes.com/recipe/54492/stir-fried-chicken-with-tofu-and-mixed-vegetables/,Stir-Fried Chicken with Tofu and Mixed Vegetables,"['3 tablespoons light soy sauce', '1 teaspoon white sugar', '1 tablespoon cornstarch', '3 tablespoons Chinese rice wine', '1 medium green onion, diced', '2  skinless, boneless chicken breast halves - cut into bite-size pieces', '3 cloves garlic, chopped', '1  yellow onion, thinly sliced', '2  green bell peppers, thinly sliced', '1 (12 ounce) package firm tofu, drained and cubed', '½ cup water', '2 tablespoons oyster sauce', '1 ½ tablespoons chili paste with garlic']","['In a medium bowl, mix the soy sauce, sugar, cornstarch, and rice wine. Place the green onion and chicken in the mixture. Allow to marinate at least 15 minutes.', 'In a wok over medium-high heat, cook and stir the chicken with the marinade mixture about 5 minutes until almost done. Toss in the garlic, onion, and peppers. Continue to cook and stir 5 minutes, or until vegetables are crisp but tender and chicken is no longer pink and juices run clear.', 'Mix the tofu, water, oyster sauce, and chili paste into the wok. Cook and stir until heated through.']",,15 mins,15 mins,45 mins,6,https://www.allrecipes.com/thmb/ldgJpppWCnvVB5xukvcEHJV0Vvk=/282x188/filters:no_upscale():max_bytes(150000):strip_icc():focal(479x0:481x2)/797672-c021c44057354b5589fb1e78b40e3436.jpg
